,full_text,tweet_english
919,kkamu gw gk khawatir sama sakal udah 100 yakin kkamu danantara nanti batas buat ladang korupsi kuasa negeri,kkamu gw gk worry about the same sakal already 100 sure kkamu and between later the boundary for the corruption field of the state power
920,benerin duka hukum nya buat koruptor kalo model sekarang cuma buat bancak kalian partai kuat kpk bapak bukan malah kebiri boleh audit danantara apa anda cuit cuma benar praktek korupsi akan jadi,benerin his legal grief for the corrupt if the current model only makes you a strong party kpk bapak instead of being castrated can audit and between what you say is only true corrupt practices will become
921,kau cek apa nyata perintah or lembaga wenang noh dengar dirut pertamina minta maaf tnp solusi langkah2 nyata n strategis tangan kss korupsi biar bs diam,you check what are the real orders or institutions of authority noh hear dirut pertamina apologize tnp solution real steps n strategic hand kss corruption so that bs is silent
922,coba liat bukti liga korupsi berapa banyak bumn libat harap publik percaya danantara aman lama koruptor ex koruptor jabat jangan harap trust publik aja pantes,try to see the evidence of corruption league how many bumn involved please the public believe and between Aman lama corrupt ex corrupt dabat do not expect public trust just pantes
923,resiko rangkap jabat awas akan efektif jalan bukti banyak kasus korupsi bumn akhir kasus pertamina erick thohir menteri bumn ketua pssi aktif politik angkat jadi dewan awas danantara,"the risk of duplicate cautions will be effective in the way of evidence of many cases of corruption in the final bumn of the Pertamina Erick Thohir case, the minister of the bumn, the chairman of the political active pssi, has been appointed as a council of cautions and"
924,aman pakpokok nya danantara rata bagi buat koalisikorupsi aman asal rataya ngga pak,safe pakpokoknya danantara rata untuk koalisikorupsi aman asal rataya no sir
925,koq ada jelas jaksa hadir et dj jagung kmrn malam langkah klarifikasi nama disebut2 ato rangka kordinasi selaku menteri atas tsk korupsi patra niaga jagung yang hrs pelotot beda banget tuju akhir,koq there is a clear prosecutor present et dj corn kmrn night clarification steps called 2 ato coordination framework as minister for tsk corruption corn trade patra that hrs pelotot is very different towards the end
926,gimana khawatir pak danantara mantan presiden masuk nominasi occrp tokoh korup udah gitu tambah kelola mantan napi korupsi,"how are you worried, sir, and between the former president being nominated as occrp corrupt figures, it's been added to the management of former corruption prisoners"
927,bukti danantara luncur harga saham anjlok kurs roket lakamu kata korupsi danatara bisa proses hukum itu bukan apbn ijasah tidak jelas cukup 10 tahun bohongin rakyat,evidence and between sliding stock prices plummeting rocket exchange rates lakamu word corruption danatara can legal process it is not apbn ijasah not clear enough 10 years lie to the people
928,struktur danantara aja awur awur pak gimana bisa percaya tau kok bapak buat statement kaya gin settingan papa kok pak bilang aja bulan ramadhan baik bohong korupsi,structure and between just awur awur sir how can you believe how can you make a statement rich gin settingan papa how come sir say just the month of ramadhan is good corruption lies
929,uang 13 milyar di korupsi ramai ramai atas nama partai apa danantara bikin jabat negara sudah pikir bagaimana cara korupsi ramai ramai rakyat tetap bodoh indonesia cepat bubar,money 13 billion in corruption crowded crowded on behalf of what party and between make state officials have thought about how corruption crowded people remain stupid Indonesia quickly dispersed
930,duh jmn sekarang percaya para jabat perintah tinggal 1fakta aja liat gmnpemerintahan ngurusi pertamina aja gk mampu aplgi danantarauang korupsi dri semua pihak perintah gk ada greget nyagmn kita hrs optimis danantara,duh jmn now believes the officials of the order stay 1fakta aja liat gmnpadministration ngurusi pertamina aja gk able to apply and fight corruption from all parties command gk no greget nyagmn we hrs optimist danantara
931,ladang bancak korupsi baru,new corruption bancak fields
932,danantara bakal jadi lumbung korupsi baru,and between will become a new barn of corruption
933,danantara lewat proses revisi instrumen hukum bagai pihak sorot ubah akan bawa manfaat justru jadi celah potensi korupsi,and between through the process of revising legal instruments such as changing highlight parties will bring benefits instead of being a potential gap for corruption
934,danantara hambat korupsi abuse of power parah law enforcement msh jauh panggang api orang buat benar salah para koruptor maling rampok bunuh malah anggap benar hormat bak raja,and between inhibiting corruption abuse of power severe law enforcement msh far baked fire people to be right wrong the corrupt thieves robbed to kill and even assume the right respect like a king
935,bayang bayang aja raksasa tidur lah macan asia lah implementasi buat sejahtera nya oke butuh waktu sampe 3 tahun gada jelas jadi lumbung korupsi salah siapa danantara fahri hamzah,the shadow of aja sleeping giant is an Asian tiger is the implementation for its prosperity okay it takes up to 3 years the mace is clearly a barn of corruption whose fault is who and between fahri hamzah
936,tengah kasus korupsi tidak selesaiselesai gimana cara kembali percaya rakyat duit danantara fantastis kalo tang salah masyarakat kamu khawatir,"in the midst of an uncomfortable corruption case, how to get back to trusting the people of wang andantara, it's fantastic if it's wrong for the community, you're worried"
937,kalau rakyat danantara hanya ladang korupsi cawe cawe politis 2029,if the people and between are only a field of political cawe cawe corruption 2029
938,lihatlihat pimpin otoriter kalau jujur mah bagus kalau korup kayak indonesia ada malah jadi kayak zimbabwe jabat korupsi tidak kritik soal otoriter,"look at the authoritarian leadership if it's honest, it's good if it's corrupt like Indonesia, it's even like Zimbabwe, corrupt officials don't criticize authoritarian issues"
939,pengakihan issue danantaramakanya kaya peduli ama korupsi ity,"elimination of issues and between them, rich people care about AMA corruption ity"
940,kaya gin mau ngelola danantara kalo nyata korupsi paling review total kecil aja bohong gimana yang besar,rich gin want to manage and between if real corruption most review total small just lie how big
941,harap awas bapak sangat ketat awas danantara bukan apa2 hari2 rakyat bertubi2 sodor berita korupsi gila2an wajar bl jadi kurang percaya apalg rekam jejak jabat danantara,"please be careful, sir, be very strict, be careful and between the days the people persist, sodor, the news of corruption is crazy, it is reasonable to not trust what is the track record of the office and between"
942,masyarakat bukan khawatir pak tp emang yakin bakal korupsi penuh politik penting gk transparan mau ngomong apa liat aja track record nya korupsi hampir 1000 triliun gila apa rakyat harus percaya sama danantara,"people are not worried, sir, but they are sure that corruption will be full of important politics, don't be transparent, want to talk about what just look at the track record of corruption of almost 1000 trillion crazy whether the people should believe in the same and between"
943,benang kusut korupsi pertamina danantara aman via sebut kamu sini fix ekamu tulang punggung gera,tangled threads pertamina corruption and secure between via call you here fix ekamu gera backbone
944,ga usah berteletele cukup tegas hukum korupsi 500 juta atas langsung hukum mati pake coba jamin pejabatpejabat akan pikir 1000 kali korupsi danantara dibanggabanggakan akan aman sendiri,don't try to talk hard enough about corruption laws 500 million for direct death penalty use try to guarantee officials will think 1000 times corruption and among the proud will be safe themselves
945,danantara launching langsung sambut mega korupsi belum bnyk kasus kasus besar hilang tel bumi ada proses tp hukum nya ringan jd orang dungu percaya danantara tdk embat kalo danantara gagal betul betul bangkrut negara,and between launching directly welcome mega corruption yet bnyk big case lost tel Bumi there is a process but the law is light and fools believe and between not embat if danantara fails really bankrupt the country
946,korupsi sudah jalan entah bagaimana solusi lagi korupsikorupsi baru nah ini muncul danantara isi orang pernah sandung kasus tony blair jd dewan awas misal pernah libat perang timteng hingga 1jt muslim tinggal miris,"corruption is somehow the solution again corruption has just emerged and between the contents of people have stumped the case of tony blair jd board beware, for example, have been involved in the middle war up to 1 million Muslims live in"
947,harap arti ada mungkin gagal rakyat mau gantung kayak gin pak tuju bentuk danantara pasti transparan milik target jelas rakyat khawatir mungkin gagal karena ladang korupsi kalang atas,hopefully the meaning of there may fail the people want to hang kayak gin pak aiming for form and between it must be transparent belonging to the target obviously the people are worried that it may fail because the corruption field is up to
948,niat tuju baik bareng eksekusi baik kan minimal pilih urus bebas penting utama penting beberapa golong minimal rakyat kasih garansi kalo jadi korupsi danantara oknum dapet hukum berat banget,"good intentions along with good execution, right at least choose an important free business, the main thing is that a few golongs at least the people give a guarantee if it becomes corruption and between the illegal people get very heavy laws"
949,ngak cemas pak malah sangat yakin kelak bapak ciprat hasil bagi korupsi danantara,"not anxious, sir, in fact, I am very sure that someday Mr. Ciprat will be the result of corruption and"
950,terima kasih atas waspada awas ketat hadap danantara penting pasti proyekproyek baik jalan korupsi segera identifikasi sangat picik hanya timbang apa bisa salah mungkin,thank you for being vigilant watchful and important between projects both the way of corruption immediately very shortsighted identification only weigh what could be wrong maybe
