,full_text,tweet_english
1022,korupsi orang2 nya jokowi tuh udah banyak jamur then tiba2 was wes wos muncul danantara gk diskusi sama rakyat tiba2 udah luncur aja tuh negara apa sih lama2 jadi orde baru part 2 dah gue udah titik tinggi buat gk percaya sama perintah bye,the corruption of the people of jokowi was a lot of mushrooms then suddenly was wes wos appeared and between gk discussions with the people suddenly slid away just what country it was so long ago so the new order part 2 was already a high point for me to believe the same order bye
1023,gak sabar tunggu berita korupsi danantara,can't wait for news of corruption and
1024,ingat kelas dana haji aja di malinginkorupsi nanti danantara kata bisa audit bapak n kpk,just remember the class of Hajj funds in Malinginkorupsi later and between the words you can audit Mr. n kpk
1025,danantara pesimistis massal kadung trust issue berita kasus2 korupsi utama perusahaan2 bumn bukan mereka nyata rugi akibat mismanagement alibi mnjdi momok masyarakat hilang percaya manuver investasi apa,and mass pessimistic intermediaries kadung trust issue news of major corruption cases of bumn companies instead they are real losses due to mismanagement alibi mnjdi scourge people lost believe what investment maneuvers
1026,izin pak bapak tahu yang nama korupsi baik jam bapak jaman jokowi jaman prabowo 100 sya yakin ada korupsi simpel hanya butuh pasti nanti ada korupsi danantara siap hukum mati saja,"permission, sir, you know that the name of corruption is good at the time, Mr. Jokowi Jaman Prabowo 100 I believe that there is simple corruption, just need to be sure that there will be corruption and between is ready to be executed"
1027,pak semua erti tuju benar baik lihat dari sisi bentuk hngga jajar tunggang danantara sarat penting politik elit tentu sebut mereka yang ingin saling tahan kuasa ujung korupsi,"sir, all the meaning is true, both in terms of the shape of the riding line and the important intermediary, elite politics, of course, say those who want to withstand each other's power, the end of corruption"
1028,korupsi 1000t akan evaluasi koplak begini suruh percaya danantara bank emas,corruption 1000t will evaluate KOPLAK like this tell trust and between gold banks
1029,bapak jamin danantara tidak awas tanpa transparansi bakal bebas korupsi gausah jauh2 pak lama 10 tahun akhir aja berapa banyak jabat korupsi tahu yang belum tahu yakin lebih banyak pak,"mr. Bail and Antara are not careful without transparency, they will be free of corruption. Gausah, far from the last 10 years, how many corrupt officials know who do not know, they are sure that more sir"
1030,bukan khawatir sih mah udah 1000 yakin danantara bakal jadi ladang korupsi,i'm not worried that 1000 are sure and between them it will become a field of corruption
1031,in conclusion danantara luncur bukan penting rakyat maupun maju negara lain cara baru pejabrut korupsi bisa adil hukum,"in conclusion and between sliding is not important for the people or for other countries, the new way of corruption can be fair and legal"
